0,1584,927
0,1585,75
0,1586,273
0,1587,959
0,1588,727
0,1589,846
0,1590,294
0,1591,382
0,1592,1461
0,1593,1042
0,1594,141
0,1595,31
0,1596,284
0,1597,750
0,1598,443
0,1599,207
0,1600,462
0,1601,230
0,1602,350
0,1603,860
0,1604,801
0,1605,291
0,1606,1309
0,1607,294
0,1608,1459
0,1609,860
0,1610,121
0,1611,224
0,1612,749
0,1613,870
0,1614,54
0,1615,338
0,1616,913
0,1617,382
0,1618,1289
0,1619,142
0,1620,749
0,1621,976
0,1622,684
0,1623,8
0,1624,860
0,1625,816
0,1626,860
0,1627,882
0,1628,684
0,1629,860
0,1630,164
0,1631,229
0,1632,99
0,1633,552
0,1634,849
0,1635,273
0,1636,1527
0,1637,861
0,1638,1350
0,1639,838
0,1640,1020
0,1641,2
0,1642,727
0,1643,307
0,1644,1520
0,1645,684
0,1646,1520
0,1647,902
0,1648,1565
0,1649,317
0,1650,1266
0,1651,273
0,1652,338
0,1653,1372
0,1654,955
0,1655,551
0,1656,616
0,1657,116
0,1658,1565
0,1659,1221
0,1660,824
0,1661,120
0,1662,486
0,1663,465
0,1664,619
0,1665,316
0,1666,141
0,1667,1498
0,1668,1208
0,1669,316
0,1670,882
0,1671,817
0,1672,3
0,1673,1229
0,1674,285
0,1675,530
0,1676,1454
0,1677,294
0,1678,1042
0,1679,251
0,1680,1397
0,1681,110
0,1682,1067
0,1683,816
0,1684,927
